1258623881	20240820	202408	2024	2024.6301	AUS	AUSTRALIA	AUS								ESP	BARCELONA	ESP								1	051	051	05	1	3.4	2	1	2	1.36645962732919	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	20250820163000	http://www.prnewswire.com/news-releases/google-and-skylo-expand-satellite-connectivity-to-pixel-10-series-and-unveil-pixel-watch-4-the-worlds-first-smartwatch-with-2-way-satellite-emergency-messaging-302534828.html
1258625648	20250820	202508	2025	2025.6301	USA	TEXAS	USA																		1	046	046	04	1	7.0	2	1	2	-1.07142857142857	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Cibolo, Texas, United States	US	USTX	TX187	29.5616	-98.227	1332832	20250820163000	https://martinsvillebulletin.com/news/local/government-politics/article_4e055bb1-b48e-4bc0-8c32-4c3e05a25f5b.html
1258625649	20250820	202508	2025	2025.6301	USA	BAY STATE	USA																		1	051	051	05	1	3.4	10	1	10	6.00858369098713	3	Bay State, Massachusetts, United States	US	USMA	MA015	42.3223	-72.6634	608705	0								3	Bay State, Massachusetts, United States	US	USMA		42.3223	-72.6634	608705	20250820163000	https://wsbs.com/ixp/920/p/2025s-top-schools-2-in-massachusetts/
1258625650	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	1	1	1	-3.23886639676114	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250820163000	http://www.eastbayri.com/stories/beware-of-high-surf-and-rip-currents-from-hurricane-erin,133570
1258625651	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	060	060	06	2	6.0	2	1	2	-0.39370078740157	3	Crook County, Oregon, United States	US	USOR	OR013	44.1665	-120.084	1155128	0								3	Crook County, Oregon, United States	US	USOR		44.1665	-120.084	1155128	20250820163000	https://katu.com/news/local/missing-rock-hunter-from-west-linn-found-safe-in-maury-mountains-after-overnight-search-deschutes-crook-county-prineville-forest-service
1258625652	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	061	061	06	2	6.4	6	1	6	-5.08474576271187	3	Ferndale, Michigan, United States	US	USMI	MI125	42.4606	-83.1347	625911	0								3	Ferndale, Michigan, United States	US	USMI	MI125	42.4606	-83.1347	625911	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625653	20250820	202508	2025	2025.6301	USA	AMERICAN	USA																		1	070	070	07	2	7.0	2	1	2	0.39900249376558	3	Mercer Island, Washington, United States	US	USWA	WA033	47.5707	-122.222	1512455	0								3	Mercer Island, Washington, United States	US	USWA		47.5707	-122.222	1512455	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258625654	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	070	070	07	2	7.0	2	1	2	0.59612518628912	3	Warren Town Hall, Rhode Island, United States	US	USRI	RI001	41.7284	-71.2814	1901537	0								3	Warren Town Hall, Rhode Island, United States	US	USRI		41.7284	-71.2814	1901537	20250820163000	http://www.eastbayri.com/stories/revelers-ready-a-revival-of-burrs-hill-spruce-tree-spectacle,133576
1258625655	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	4	1	4	6.25	3	Dakota Wesleyan University, South Dakota, United States	US	USSD	SD035	43.6986	-98.0315	1254591	0								3	Dakota Wesleyan University, South Dakota, United States	US	USSD		43.6986	-98.0315	1254591	20250820163000	https://www.kotaradio.com/2025/08/20/33-million-gift-transforms-education-in-mitchell-sd/
1258625656	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	6	1	6	1.04408352668213	3	Teton County, Wyoming, United States	US	USWY	WY039	43.9166	-110.584	1605083	0								3	Teton County, Wyoming, United States	US	USWY		43.9166	-110.584	1605083	20250820163000	https://www.jhnewsandguide.com/news/legislature/housing-advocates-want-more-buy-in-from-the-state-to-solve-crisis-in-wyoming/article_73c91763-2cc0-4754-8928-f3d9de105676.html
1258625657	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	080	080	08	2	5.0	2	1	2	-3.02233902759527	2	California, United States	US	USCA		36.17	-119.746	CA	0								1	Singapore	SN	SN		1.366667	103.8	SN	20250820163000	https://collider.com/countdown-episode-11-recap/
1258625658	20250820	202508	2025	2025.6301	USA	VIRGINIA	USA																		1	081	081	08	2	5.0	10	1	10	0	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250820163000	https://realradio804.com/virginia-lobbyists-clash-over-legalizing-internet-gaming/
1258625659	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	4	1	4	0.25641025641025	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250820163000	https://www.hindustantimes.com/world-news/us-news/target-ceo-brian-cornell-steps-down-after-11-years-amid-sliding-sales-heres-who-will-succeed-him-101755697932093.html
1258625660	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	6	1	6	-1.07142857142857	3	Martinsville, Texas, United States	US	USTX	TX347	31.6427	-94.4141	1362239	0								3	Martinsville, Texas, United States	US	USTX	TX347	31.6427	-94.4141	1362239	20250820163000	https://martinsvillebulletin.com/news/local/government-politics/article_4e055bb1-b48e-4bc0-8c32-4c3e05a25f5b.html
1258625661	20250820	202508	2025	2025.6301	USA	ILLINOIS	USA																		1	084	084	08	2	7.0	7	1	7	-0.22556390977444	3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	0								3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	20250820163000	https://www.chicagotribune.com/2025/08/20/charcot-marie-tooth-fundraiser-mokena/
1258625662	20250820	202508	2025	2025.6301	USA	MICHIGAN	USA																		1	0841	084	08	2	7.0	10	1	10	8.82352941176471	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250820163000	https://www.maizenbrew.com/post/1KXTrgWmJgRa
1258625663	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	4	1	4	-0.39370078740157	3	Crook County, Oregon, United States	US	USOR	OR013	44.1665	-120.084	1155128	0								3	Crook County, Oregon, United States	US	USOR		44.1665	-120.084	1155128	20250820163000	https://katu.com/news/local/missing-rock-hunter-from-west-linn-found-safe-in-maury-mountains-after-overnight-search-deschutes-crook-county-prineville-forest-service
1258625664	20250820	202508	2025	2025.6301	USA	WASHINGTON	USA																		1	090	090	09	2	-2.0	7	1	4	-3.04449648711944	3	Pierce County, Washington, United States	US	USWA	WA053	47.0332	-122.118	1529159	0								3	Pierce County, Washington, United States	US	USWA		47.0332	-122.118	1529159	20250820163000	http://www.chronline.com/stories/56-animals-seized-from-pierce-county-home-including-puppies-a-deer-and-goats,385689
1258625665	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	2	1	2	-5.08474576271187	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625666	20250820	202508	2025	2025.6301	USA	WASHINGTON	USA																		1	090	090	09	2	-2.0	1	1	1	-3.04449648711944	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								3	Pierce County, Washington, United States	US	USWA		47.0332	-122.118	1529159	20250820163000	http://www.chronline.com/stories/56-animals-seized-from-pierce-county-home-including-puppies-a-deer-and-goats,385689
1258625667	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	2	1	2	-5.06072874493927	3	Toms River, New Jersey, United States	US	USNJ	NJ029	39.9537	-74.1979	881210	0								3	Toms River, New Jersey, United States	US	USNJ		39.9537	-74.1979	881210	20250820163000	https://nj1015.com/toms-river-homeless-jail-fines/
1258625668	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	111	111	11	3	-2.0	2	1	2	-2.01005025125628	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625669	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	112	112	11	3	-2.0	4	1	4	-1.56739811912226	1	Jamaica	JM	JM		18.25	-77.5	JM	0								1	Jamaica	JM	JM		18.25	-77.5	JM	20250820163000	https://www.bet.com/article/yyui6h/jamaican-police-officer-in-maine-to-leave-us-after-ice-arrest
1258625670	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	6	1	6	-1.07142857142857	3	Martinsville, Texas, United States	US	USTX	TX347	31.6427	-94.4141	1362239	0								3	Martinsville, Texas, United States	US	USTX	TX347	31.6427	-94.4141	1362239	20250820163000	https://martinsvillebulletin.com/news/local/government-politics/article_4e055bb1-b48e-4bc0-8c32-4c3e05a25f5b.html
1258625671	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	122	122	12	3	-4.0	2	1	2	0.39900249376558	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258625672	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	124	124	12	3	-4.0	4	1	4	-2.01005025125628	3	Anderson Park, Washington, United States	US	USWA	WA033	47.4104	-122.265	1510629	0								3	Anderson Park, Washington, United States	US	USWA		47.4104	-122.265	1510629	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625673	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	124	124	12	3	-4.0	4	1	4	-2.01005025125628	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625674	20250820	202508	2025	2025.6301	USA	MASSACHUSETTS	USA																		1	125	125	12	3	-5.0	8	1	8	6.00858369098713	3	Bay State, Massachusetts, United States	US	USMA	MA015	42.3223	-72.6634	608705	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250820163000	https://wsbs.com/ixp/920/p/2025s-top-schools-2-in-massachusetts/
1258625675	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	125	125	12	3	-5.0	2	1	2	6.00858369098713	3	Princeton University, New Jersey, United States	US	USNJ	NJ021	40.3428	-74.6568	879497	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250820163000	https://wsbs.com/ixp/920/p/2025s-top-schools-2-in-massachusetts/
1258625676	20250820	202508	2025	2025.6301	USA	NEW JERSEY	USA																		1	130	130	13	3	-4.4	10	1	10	-5.32150776053216	3	Ocean City, New Jersey, United States	US	USNJ	NJ009	39.2776	-74.5746	878936	0								3	Ocean City, New Jersey, United States	US	USNJ		39.2776	-74.5746	878936	20250820163000	https://www.nbcphiladelphia.com/weather/stories-weather/hurricane-erin-flooding-rip-currents-new-jersey-shore-delaware-coast/4256880/
1258625677	20250820	202508	2025	2025.6301	USA	THE US	USA																		0	162	162	16	4	-5.6	5	1	5	-4.84693877551021	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250820163000	https://www.newarab.com/news/can-truce-deal-hamas-stop-israels-assault-gaza-city
1258625678	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	2	1	2	-7.8167115902965	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	0								3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	20250820163000	https://www.live5news.com/2025/08/20/hollywood-man-found-guilty-killing-robbing-his-cousin-sentenced-prison/
1258625679	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	4	1	4	-7.8167115902965	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250820163000	https://www.live5news.com/2025/08/20/hollywood-man-found-guilty-killing-robbing-his-cousin-sentenced-prison/
1258625680	20250820	202508	2025	2025.6301	USA	DETROIT	USA																		1	172	172	17	4	-5.0	16	1	10	-5.08474576271187	3	Utica, Michigan, United States	US	USMI	MI099	42.6261	-83.0335	1615434	0								3	Utica, Michigan, United States	US	USMI	MI099	42.6261	-83.0335	1615434	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625681	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	172	172	17	4	-5.0	4	1	4	-5.08474576271187	3	Ferndale, Michigan, United States	US	USMI	MI125	42.4606	-83.1347	625911	0								3	Ferndale, Michigan, United States	US	USMI	MI125	42.4606	-83.1347	625911	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625682	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	172	172	17	4	-5.0	2	1	2	-1.97368421052632	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250820163000	https://www.derbytelegraph.co.uk/news/local-news/derbyshire-bistro-co-owned-derby-10441144
1258625683	20250820	202508	2025	2025.6301	USA	MILWAUKEE	USA																		1	173	173	17	4	-5.0	10	1	10	2.32858990944373	3	Gateway Technical College, Wisconsin, United States	US	USWI	WI059	42.6061	-87.8476	1850084	0								3	Gateway Technical College, Wisconsin, United States	US	USWI		42.6061	-87.8476	1850084	20250820163000	https://www.wuwm.com/arts-culture/2025-08-20/hunting-for-beach-glass-on-milwaukees-freshwater-shores
1258625684	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	2.32858990944373	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	20250820163000	https://www.wuwm.com/arts-culture/2025-08-20/hunting-for-beach-glass-on-milwaukees-freshwater-shores
1258625685	20250820	202508	2025	2025.6301	USA	THE US	USA																		0	180	180	18	4	-9.0	3	1	3	-3.19488817891373	4	Okinawa, Okinawa, Japan	JA	JA47	35773	26.3358	127.801	136937	0								4	Okinawa, Okinawa, Japan	JA	JA47	35773	26.3358	127.801	136937	20250820163000	https://www.businessinsider.com/us-navy-amphibious-warship-uss-new-orleans-catches-fire-japan-2025-8
1258625686	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	2	1	2	-7.64525993883792	3	Lancaster County, Pennsylvania, United States	US	USPA	PA071	40.2504	-76.25	1209181	0								3	Lancaster County, Pennsylvania, United States	US	USPA		40.2504	-76.25	1209181	20250820163000	https://lancasteronline.com/news/local/federal-judge-dismisses-main-counts-in-ricardo-mu-oz-wrongful-death-suit-against-lancaster-ctiy/article_2e18236b-e668-474e-8b4c-cd6f2245a6d9.html
1258625687	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								AFR	AFRICA	AFR								1	010	010	01	1	0.0	2	1	2	-3.2	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250820163000	https://www.fox6now.com/news/milwaukee-missing-15-year-old-girl-last-seen-aug-6
1258625688	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								ARM	ARMENIA	ARM								0	057	057	05	1	8.0	2	1	2	2.80528052805281	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	1	Armenia	AM	AM		40	45	AM	20250820163000	https://dailytimes.com.pk/tag/azerbaijan/
1258625689	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								ARM	ARMENIA	ARM								0	057	057	05	1	8.0	2	1	2	2.80528052805281	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250820163000	https://dailytimes.com.pk/tag/azerbaijan/
1258625690	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								AZE	AZERBAIJANI	AZE								0	043	043	04	1	2.8	2	1	2	2.80528052805281	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250820163000	https://dailytimes.com.pk/tag/azerbaijan/
1258625691	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								AZE	AZERBAIJAN	AZE								0	057	057	05	1	8.0	4	1	4	2.80528052805281	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	1	Armenia	AM	AM		40	45	AM	20250820163000	https://dailytimes.com.pk/tag/azerbaijan/
1258625692	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								AZEGOV	AZERBAIJAN	AZE					GOV			1	043	043	04	1	2.8	1	1	1	2.32558139534884	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250820163000	https://www.azernews.az/nation/246301.html
1258625693	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								AZEGOV	AZERBAIJAN	AZE					GOV			1	043	043	04	1	2.8	1	1	1	2.32558139534884	1	United States	US	US		39.828175	-98.5795	US	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	United States	US	US		39.828175	-98.5795	US	20250820163000	https://www.azernews.az/nation/246301.html
1258625694	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	4	1	4	-4.77941176470588	3	Vidalia, Georgia, United States	US	USGA	GA279	32.2177	-82.4135	324704	3	Vidalia, Georgia, United States	US	USGA	GA279	32.2177	-82.4135	324704	3	Vidalia, Georgia, United States	US	USGA	GA279	32.2177	-82.4135	324704	20250820163000	https://www.mainstreetnews.com/madison/madison/state_news/national-tax-reform-advocate-pitches-state-senate-on-repealing-income-tax/article_c82c1c9c-bc40-45c3-8bd9-d04697a3e2d6.html
1258625695	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	-4.77941176470588	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Vidalia, Georgia, United States	US	USGA	GA279	32.2177	-82.4135	324704	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250820163000	https://www.mainstreetnews.com/madison/madison/state_news/national-tax-reform-advocate-pitches-state-senate-on-repealing-income-tax/article_c82c1c9c-bc40-45c3-8bd9-d04697a3e2d6.html
1258625696	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA								BUS	INDUSTRY						BUS			1	186	186	18	4	-10.0	4	1	4	1.38888888888889	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250820163000	https://www.moderntiredealer.com/commercial-business/news/55311030/ralson-adds-to-sales-team
